0	9303	3087	938	4205	1744	5782	3986	8651	7404	2836	918	741	4427	4592	9073	6872	5157	1050	4459	3010	962	596	392	7099	2627	2537	4906	4813	1772	7213	4910	930	1419	479	9048	906	7246	4940	1081	1197	3659	496	5921	8950	8077	6798	3287	1660	8903	5411	2046	6013	3007	2223	2787	2469	5228	1235	7007	1192	7514	1027	3809	5153	9603	4613	9653	7802	8026	778	3995	2562	5880	1892	7679	8962	3881	4789	361	2679	1924	1100	1101	5939	2874	3935	3984	1721	6970	2060	8445	8155	2596	9600	2889	5095	3464	953	5697	8682	3682	7131	5076	855	6253	2072	7601	1142	6068	7297	5111	5250	3881	5557	777	2185	3652	4979	8301	3807	1028	5158	676	5316	3562	8008	9186	6695	336	1634	6283	9173	2157	7439	7004	2875	2771	9509	9758	9447	4299	3643	4501	3056	7371	1780	107	3238	9416
9303	0	8141	146	7771	6939	5598	8070	6544	104	3156	6104	9952	8144	2011	6487	9705	1268	2912	3146	8851	9234	121	6577	3585	8149	7202	2468	5501	1732	9520	1710	2367	4001	3007	4486	5523	4129	811	1671	5362	2924	7953	5365	7850	7443	3247	9002	3108	742	4616	7688	7775	2478	679	8414	953	8886	2321	5904	1234	9097	9029	3059	2482	4677	365	83	5481	2968	3541	1436	2206	78	6836	8592	5901	451	2403	8601	1037	3251	1592	9495	953	2378	369	1340	5397	8697	817	174	977	7139	4777	3849	1739	1456	8139	6969	3972	1710	1214	9215	1101	3388	2073	4898	9269	4293	7992	8273	8306	7993	3605	7020	2847	4904	7356	5181	2540	9986	8881	7964	4905	8606	1566	7949	3087	6119	7025	7097	1589	2798	9697	9020	5949	6356	1183	2376	7461	4449	837	2042	2101	789	7637	7946	1267	8246
3087	8141	0	8407	5057	4132	428	2526	8418	6456	9138	5234	7348	4081	9517	3810	1061	8198	9562	2853	7413	2193	445	3442	5672	5578	9650	6165	5373	9441	2237	9056	1347	985	8893	2802	6914	2924	476	8451	9696	1189	5988	2036	3061	4539	8552	7900	3099	7276	1799	5809	9019	6642	4350	6100	2434	82	6579	4076	2690	2582	6964	1646	1290	8180	2996	7597	1767	5597	8549	4396	1553	4405	4078	9286	7036	7598	7806	7677	4128	2515	1496	8704	9193	6937	2078	4126	3189	8371	7105	1593	9240	975	2394	4411	5543	3500	51	631	4963	1272	7807	1663	3204	4942	3201	7895	7441	4829	8566	1432	6228	7360	8353	2084	5370	9855	9456	6490	6686	4147	4930	6358	1423	3164	5770	353	3750	9127	1313	4989	9298	6265	350	6680	764	5482	5249	702	588	1610	4215	4159	7520	1728	9815	6661	4090	51
938	146	8407	0	517	3155	3600	9184	2180	639	3417	9165	9445	5678	8380	3399	5536	8629	881	1094	7690	9113	4865	6638	4947	4533	4986	7759	3164	9566	2371	2101	2345	588	1077	8241	7523	5474	2640	8	7950	1837	150	514	4520	5861	3547	8527	9577	7151	2561	220	5186	5087	714	6922	137	8198	9039	510	7718	7920	314	6367	9817	9743	4020	8473	1296	7768	4920	8039	8412	6054	6728	649	7184	2584	3998	1777	3412	4040	45	2513	6006	9571	8191	682	6681	4955	5676	2020	1244	4591	4894	5520	8715	9922	2808	2946	898	3751	8031	9977	7246	9158	6615	1031	9362	1010	9367	7976	6851	4413	6750	4753	2353	3076	958	202	6363	7337	9894	3376	8777	8140	3641	2067	3288	459	2942	1428	7091	127	6410	1066	6025	9662	158	6619	6114	6329	4543	5684	450	9868	1592	9212	7748	1923
4205	7771	5057	517	0	5492	5625	8512	9183	6639	1061	2589	3361	5756	338	972	5913	4169	5348	9522	2310	6524	7659	5420	4384	4023	766	1684	7198	9908	9358	4172	4660	2240	265	8242	3577	7733	10	9079	6313	2562	7383	4865	2128	3695	116	1572	5126	2065	8408	344	5088	1285	5158	432	158	3875	1747	8046	9046	4789	798	9215	71	9835	8105	415	1388	6385	2057	2563	7672	6709	6687	2267	7872	2912	2877	370	5733	5162	7649	3497	2043	8766	2412	154	3120	5624	8056	4752	2354	1892	5967	4707	2762	3612	9115	8004	5126	7131	3947	1260	873	3556	7250	6730	4544	1485	9154	4227	2592	3213	9923	3796	6884	150	6718	9479	1957	3231	3074	7226	7637	8173	3954	8906	9363	5181	9478	1173	1129	2605	4158	4801	2420	271	4651	7290	4510	8371	2820	1079	9239	2913	4167	993	8818	8017
1744	6939	4132	3155	5492	0	8379	6848	9559	1033	5387	2600	8633	8990	4086	2935	4252	1720	589	8688	6099	6579	8927	3794	9410	9041	2723	3165	4965	1524	7827	2810	4177	5448	7808	3507	4584	1016	558	507	1231	5015	8219	4389	7694	221	390	343	2577	1221	3270	8230	4406	6996	2762	858	1253	4873	3705	7403	9493	1695	4380	4922	4588	217	2629	1916	37	5906	4564	4265	1533	5882	1708	1789	1851	5059	999	7377	3172	9963	377	421	2559	1072	5787	9257	4618	1133	4892	8871	2219	4544	5513	3558	5633	8108	8021	79	5072	3970	4609	3811	5411	6507	6346	6443	4281	3049	3132	6354	4267	562	8019	8602	1021	1285	515	7199	5192	2706	13	8739	5387	3201	5434	4647	1286	6086	8776	490	3844	8853	6387	9528	11	2881	9114	454	7375	2056	3354	6697	6327	5384	1058	4586	4403	6071
5782	5598	428	3600	5625	8379	0	3047	7644	4800	9319	2752	3567	5488	7451	2069	6578	8885	1021	9606	8116	8780	5825	3755	5775	4007	6506	5280	79	725	6193	7188	9724	5884	9770	5959	6312	3564	9788	9762	7138	4879	7963	3495	7401	6873	767	2558	1398	9025	1807	3172	6092	9592	1307	5482	8152	1087	1589	3899	2102	705	4418	3911	9366	7005	6159	5258	5367	9365	180	6796	8278	9108	2032	5892	4627	1431	1878	7014	9431	2866	7585	1109	2472	9472	6279	8260	2531	8672	9055	8050	3512	2605	4840	2979	2228	6923	7001	6658	9680	994	9490	7406	4403	7442	9721	4921	9953	5939	2474	7522	6287	4537	1793	6866	283	5688	9255	145	7985	7470	3417	4130	2525	4610	7829	7260	7251	7745	1692	2532	6401	3199	3286	525	4404	8873	506	1790	2708	4223	7727	7992	6990	8645	420	8022	3548	6596
3986	8070	2526	9184	8512	6848	3047	0	5196	9723	8985	5629	121	4199	7024	851	2869	6211	7855	5481	6978	4476	8524	3683	3827	2180	781	6537	6870	3959	1926	3361	6503	9173	5460	2222	133	293	7474	3276	3932	8939	1082	8290	7452	6775	3669	1520	9186	9812	2189	286	1153	3299	4987	4155	4702	3382	4556	9120	3310	8142	2606	873	5548	5954	8873	8181	33	7980	5181	9301	3463	6969	8023	3473	3416	2035	2894	1160	5694	2090	5138	4467	7056	6252	7291	4822	5277	2820	3771	2112	5412	4493	2627	4976	9631	920	1953	494	8372	4350	3580	4282	8163	8458	7499	4604	6567	6777	7982	6480	7777	1637	1528	7241	4182	3306	9491	7921	5604	8227	2832	8259	4857	3153	5825	7014	4164	5695	213	2964	8499	5087	4336	8633	4871	6020	8261	8121	4403	7154	9042	1786	6279	5241	4278	8679	7699	3116
8651	6544	8418	2180	9183	9559	7644	5196	0	6831	1842	7035	1735	403	1232	6068	4302	7279	5224	3504	2540	5137	2042	9535	5814	6490	9105	426	9999	5852	3826	7659	2489	7296	2177	7705	9467	846	1188	6726	6044	2034	9176	806	4499	9904	717	5712	2325	8168	9402	1153	3585	2007	6791	4510	9295	6798	104	7861	5020	1295	7252	4504	8081	4069	7974	2427	8719	446	8343	2000	7492	1520	9013	6468	2249	7273	1518	8769	6706	5209	2212	7112	5952	7342	3172	9883	1598	2134	6710	4120	7582	8311	6574	3818	1107	7341	10	3462	593	4989	5500	6380	1164	7679	7923	1825	686	3777	7687	4636	3867	1779	7996	9336	9605	8745	4869	8890	383	9747	383	894	5398	2034	832	3044	7077	1779	5826	2128	653	671	736	1616	6742	2502	8806	746	694	1990	656	1048	8923	1384	1466	8000	8878	1388
7404	104	6456	639	6639	1033	4800	9723	6831	0	6007	4371	1358	7124	2546	5071	3844	8514	32	5521	9132	5980	1710	5343	8909	4720	3704	5128	9619	4710	1144	5728	7396	8095	6664	8107	4804	3134	133	8537	8276	1981	2391	2168	2281	3424	2772	1037	2093	2859	1859	5845	7947	4435	1658	2121	7709	272	6604	422	3872	5795	2331	4911	2894	469	6340	6518	28	5569	1753	6739	608	8855	9780	349	7968	9603	9233	9265	8314	9694	8528	8131	2584	455	7791	2569	1077	7303	6006	4210	3627	6213	213	2868	9528	7700	8470	9764	6554	9885	1768	6813	3053	1070	3151	5300	8239	9729	8340	4960	2461	2721	4611	9024	2377	1817	6089	3544	6592	170	2163	3523	9018	737	8606	2340	3550	7020	9335	5968	354	8255	5799	6469	2120	191	6557	4800	8138	8262	9591	356	3090	2745	93	9113	1688	1298
